@relation alpha2
@attribute a1 {a,b,c,d,e,f}
@attribute a2 {a,b,c,d,e,f}
@attribute a3 {a,b,c,d,e,f}
@attribute a4 {a,b,c,d,e,f}
@attribute a5 {a,b,c,d,e,f}
@attribute a6 {a,b,c,d,e,f}
@attribute a7 {a,b,c,d,e,f}
@attribute a8 {a,b,c,d,e,f}
@attribute a9 {a,b,c,d,e,f}
@attribute a10 {a,b,c,d,e,f}
@attribute class {yes,no}
@data
b,b,f,d,e,f,b,a,b,f,yes
e,c,c,c,a,c,b,c,e,f,no
e,a,a,a,b,f,d,e,a,f,yes
a,c,b,d,a,d,d,a,b,a,no
b,a,c,f,f,b,e,f,e,c,no
b,d,a,a,e,e,b,f,d,c,no
a,d,f,c,c,b,e,b,a,b,yes
f,e,c,a,d,b,e,e,c,f,no
a,c,f,e,a,e,b,f,a,b,yes
f,f,e,d,f,e,a,b,d,a,no
c,c,b,f,a,f,b,e,b,c,no
e,b,d,b,b,a,b,b,c,b,no
d,c,d,a,a,d,d,b,e,d,no
c,e,b,a,e,e,c,c,b,a,no
b,e,e,f,b,d,d,e,c,f,no
b,d,a,e,c,b,f,c,c,e,no
a,e,f,c,a,b,d,d,f,d,yes
f,b,e,a,d,a,d,c,b,b,no
c,f,d,f,f,f,e,d,e,b,no
a,a,d,f,a,a,b,e,f,c,no
b,e,f,d,d,d,a,a,b,c,yes
a,b,c,d,b,a,c,a,f,e,yes
b,c,e,a,c,c,a,a,c,c,yes
a,d,e,a,d,b,c,a,f,e,yes
f,e,e,a,e,e,e,c,f,c,no
a,a,f,f,d,b,a,b,f,e,no
e,d,f,a,f,e,f,d,c,b,no
d,e,e,e,f,a,d,b,d,e,no
c,b,f,f,a,f,f,e,e,b,no
d,f,e,c,d,a,e,e,a,a,no
c,e,c,b,d,c,f,d,e,f,no
e,a,e,f,a,f,a,f,b,f,no
a,e,f,f,c,b,a,c,d,e,yes
d,e,c,a,d,c,c,e,c,a,no
e,b,f,a,d,d,d,d,b,b,no
e,f,d,a,d,f,d,a,b,d,yes
e,d,c,b,d,c,d,e,c,a,no
d,a,c,d,d,b,b,d,f,b,no
f,c,e,e,f,c,b,b,a,d,no
b,b,d,e,d,a,c,e,b,a,no
d,c,f,f,b,d,b,a,f,b,no
a,a,b,b,c,b,c,e,a,d,no
e,e,b,b,a,b,e,b,c,b,no
e,b,d,f,e,c,f,d,c,c,no
c,e,e,d,d,a,b,a,e,e,no
c,b,a,f,f,f,d,a,b,b,no
e,e,c,c,e,f,a,d,d,c,yes
d,e,a,d,e,a,e,e,d,e,no
c,e,b,c,b,d,f,a,d,b,no
d,f,c,f,f,e,b,c,d,f,no
e,e,a,d,e,e,a,a,f,d,no
b,f,c,a,d,e,b,b,e,c,yes
c,f,d,b,f,c,e,c,a,d,no
b,c,d,e,a,c,c,d,d,e,yes
b,d,a,c,f,c,c,e,f,f,no
e,c,e,b,f,f,c,a,a,d,no
d,d,f,f,b,a,c,f,f,c,no
f,e,f,c,c,f,e,f,b,f,no
a,f,d,f,c,f,b,b,e,c,no
c,a,e,a,b,e,c,f,a,e,yes
b,c,e,c,b,a,e,b,a,b,yes
b,f,d,d,d,a,f,f,d,d,no
a,c,b,c,b,e,f,d,b,a,no
c,e,d,e,a,a,e,d,d,f,no
e,e,c,d,b,f,f,b,f,e,no
d,b,b,a,d,c,f,d,c,c,no
f,d,b,c,a,c,d,e,d,a,no
d,e,e,b,c,c,b,d,c,e,no
d,a,c,f,e,f,d,e,c,a,no
c,d,b,d,d,f,c,c,a,f,no
f,c,d,b,b,a,b,a,d,e,no
b,e,d,b,c,a,d,a,c,b,no
e,a,a,c,e,a,e,d,f,f,no
a,c,b,f,e,d,b,b,f,b,no
a,b,a,e,a,e,b,b,f,e,no
e,a,f,d,e,f,a,f,a,b,yes
d,f,f,b,f,d,d,f,c,f,no
d,e,b,e,c,c,a,a,c,c,no
f,d,e,a,d,f,e,e,e,e,yes
d,a,a,a,a,b,a,a,c,a,no
e,b,a,e,e,f,c,a,c,f,no
f,c,f,d,b,f,e,d,d,b,no
a,f,b,b,f,c,c,d,b,c,no
a,d,e,a,b,b,f,a,e,f,yes
f,d,a,c,c,d,f,e,f,f,no
b,e,e,e,e,c,e,d,c,d,no
f,b,e,a,a,f,c,b,b,f,no
d,e,f,d,a,e,e,c,f,b,yes
e,f,c,f,c,e,e,f,b,f,no
e,c,b,e,e,c,a,c,b,e,no
c,c,e,a,c,f,d,f,b,d,yes
c,b,b,e,c,e,a,c,f,d,no
a,d,c,c,d,a,f,b,c,f,no
e,d,b,a,b,f,f,a,b,f,yes
a,c,e,b,e,b,b,e,f,d,yes
e,d,c,d,c,f,c,d,c,a,no
e,c,e,f,f,b,f,e,b,f,no
b,c,e,d,e,e,b,c,e,f,yes
f,e,e,a,d,f,b,f,a,f,yes
b,d,f,f,c,a,e,a,d,b,yes
e,b,f,e,b,b,f,f,b,b,no
a,c,f,d,f,d,f,b,e,f,yes
f,d,d,b,b,f,d,b,f,e,no
e,d,d,d,d,b,e,e,d,c,no
a,b,c,f,e,b,a,c,a,e,yes
c,d,b,c,d,c,e,a,f,e,no
f,b,a,e,c,c,a,d,c,f,no
d,f,a,f,c,d,a,c,f,d,no
a,d,d,c,c,d,f,f,c,e,no
a,b,d,c,d,d,e,b,c,e,yes
e,b,e,b,f,b,a,c,e,b,no
b,f,a,c,e,c,d,e,e,c,no
d,c,a,a,c,b,b,b,d,d,no
b,c,b,a,a,c,f,d,a,e,no
e,d,d,f,f,e,a,b,e,f,no
d,e,b,b,c,b,f,e,b,b,no
a,b,e,f,c,b,c,c,c,a,yes
f,b,a,c,b,c,b,b,b,e,no
c,b,d,c,c,f,c,e,d,b,no
b,c,e,f,b,f,f,e,d,c,yes
d,e,c,d,c,f,a,e,b,b,no
b,f,c,b,c,f,d,c,a,f,yes
e,a,b,f,f,e,c,c,b,e,no
d,a,e,d,a,e,e,c,d,e,no
e,b,e,f,a,f,d,c,a,f,no
b,a,b,b,a,f,d,b,b,a,no
b,a,f,f,b,e,f,e,f,a,no
b,c,c,d,a,a,f,e,f,e,no
b,a,b,b,d,e,f,f,d,d,yes
a,b,a,c,a,f,a,a,b,f,no
d,e,b,c,e,c,c,c,d,e,no
a,a,f,d,a,e,c,d,f,c,no
f,c,e,d,d,c,d,c,d,b,no
e,b,d,b,d,d,c,d,c,f,no
e,b,d,e,d,f,a,b,b,c,no
b,a,f,e,c,d,d,f,d,f,no
d,d,d,e,e,a,f,b,b,c,no
b,a,e,d,c,d,d,d,c,e,no
c,c,f,d,d,b,c,b,c,a,no
e,e,c,a,c,c,f,f,c,e,no
e,b,f,d,f,e,e,d,a,b,no
e,f,e,b,f,e,b,b,e,e,no
b,b,e,d,a,f,f,c,b,a,no
e,f,c,a,c,b,a,a,a,f,no
a,f,e,e,f,e,a,b,d,b,no
e,b,b,d,c,d,b,b,d,d,no
e,b,d,b,b,a,d,b,f,a,no
c,d,e,a,d,c,b,c,b,a,yes
f,f,a,c,a,c,b,d,f,e,no
a,d,d,b,d,d,c,b,c,b,no
b,b,e,e,a,a,b,d,d,d,no
f,e,e,a,f,e,e,c,c,c,no
f,c,e,d,b,e,d,c,b,b,no
f,c,b,c,b,a,d,c,f,e,no
b,d,f,d,e,a,e,e,e,d,yes
c,f,d,e,a,b,f,b,a,c,no
a,c,e,d,a,f,b,e,e,a,yes
f,a,a,d,b,a,f,d,d,c,no
a,d,b,e,d,b,e,b,e,a,no
d,b,d,c,a,e,d,a,c,c,no
b,e,b,f,c,c,c,a,e,e,no
e,c,b,e,b,e,b,d,a,d,no
e,c,e,a,c,f,d,d,e,e,yes
d,f,e,f,d,e,f,e,d,e,no
b,f,f,e,c,a,f,b,f,e,no
b,a,e,e,a,b,a,e,d,a,no
a,f,b,e,c,c,d,e,c,a,no
a,b,b,b,e,a,b,f,d,e,no
c,c,d,a,f,c,c,e,d,f,no
f,b,a,e,c,e,c,d,c,f,no
f,b,e,e,a,b,a,c,f,f,no
b,f,c,e,e,a,a,d,c,e,no
b,e,f,b,f,c,f,a,e,e,yes
d,f,d,b,e,e,b,d,b,c,no
c,d,b,b,f,b,a,c,c,f,no
d,f,e,e,b,d,c,f,d,d,no
d,a,c,c,c,c,a,e,d,f,no
f,b,a,d,a,a,b,f,f,a,no
f,f,a,c,c,b,f,f,f,c,no
d,a,c,d,b,c,d,d,d,f,no
c,f,b,c,f,e,b,f,e,a,no
a,b,e,f,b,e,a,d,a,e,yes
b,f,f,a,b,a,c,d,d,b,no
c,e,b,a,b,d,b,f,f,c,yes
a,b,c,d,e,d,f,c,a,c,yes
b,d,f,a,f,e,b,f,f,b,yes
a,c,d,e,f,c,d,d,b,a,yes
c,e,b,c,f,d,c,f,b,a,no
e,a,b,e,e,a,d,e,e,c,no
d,f,b,b,d,b,a,f,e,c,no
d,e,b,e,e,d,b,d,f,e,no
d,e,e,f,e,c,d,a,e,d,no
f,a,a,c,f,e,f,a,e,b,no
e,b,a,d,d,d,d,a,c,f,no
a,d,e,f,e,f,c,d,a,b,yes
c,b,d,f,d,a,b,b,f,b,no
a,c,f,e,f,d,c,e,e,f,yes
e,b,f,b,f,d,a,b,b,d,no
e,a,d,b,b,c,e,e,a,e,no
c,b,d,a,e,c,d,c,d,e,no
c,c,c,a,b,f,c,c,f,e,yes
c,b,d,c,e,d,b,a,b,b,no
c,d,f,c,f,e,d,b,f,e,yes
d,a,d,f,f,e,f,d,a,e,no
b,f,a,f,d,e,b,e,a,f,no
f,f,e,e,c,b,f,c,c,d,no
f,b,c,d,a,a,b,e,e,c,no
c,d,a,b,e,c,a,f,c,c,no
e,d,b,b,a,d,c,a,e,e,no
c,e,c,e,f,c,d,f,a,d,no
f,c,a,c,c,b,e,a,e,d,no
f,c,d,a,a,f,e,a,a,e,no
a,b,b,e,d,e,b,c,e,e,no
c,f,c,c,d,b,d,b,c,d,no
a,d,b,e,d,b,d,f,c,b,no
b,b,c,c,b,d,b,e,b,e,no
d,b,f,f,c,b,c,e,a,c,no
a,d,e,a,b,f,e,a,d,f,yes
e,d,b,e,e,b,d,d,d,a,no
b,e,b,f,c,e,e,f,e,a,no
d,c,c,c,b,c,c,c,f,f,no
d,d,b,e,f,c,d,e,a,e,no
b,c,d,b,e,a,b,c,d,f,yes
d,d,c,d,b,b,e,d,e,a,no
e,e,c,f,b,f,a,c,c,b,no
d,a,a,e,d,f,b,a,e,f,no
c,e,a,e,f,c,c,e,d,a,no
e,c,f,f,f,b,f,b,a,f,no
e,f,f,d,f,b,e,b,f,e,no
e,d,c,a,a,b,a,f,b,a,no
f,a,a,a,a,c,a,f,e,c,no
a,d,d,d,f,a,f,a,a,b,no
f,b,b,a,d,b,d,d,a,d,no
e,b,c,e,f,c,d,e,f,d,no
d,f,c,a,e,d,c,f,d,c,no
b,a,f,d,f,e,e,f,a,e,no
f,c,f,b,c,a,e,f,b,b,no
e,b,f,c,f,d,d,b,d,d,no
b,c,e,d,e,a,b,b,a,b,yes
e,f,f,a,c,f,f,c,d,f,yes
e,d,f,d,a,b,c,c,c,c,no
e,c,a,d,c,f,e,c,f,c,no
c,d,b,d,e,d,c,d,b,f,no
e,a,c,d,c,b,d,c,e,d,no
d,c,b,d,d,e,a,f,b,a,no
b,c,c,b,e,f,c,b,f,a,yes
f,f,d,f,d,a,f,e,d,b,no
e,f,a,f,a,e,b,c,e,e,no
f,b,a,d,d,b,e,c,c,b,no
b,b,b,d,e,a,b,a,b,c,no
f,e,c,a,c,d,f,e,d,f,yes
d,b,a,d,e,e,f,a,f,b,no
b,a,b,e,c,c,b,c,c,d,no
c,a,e,a,d,f,d,e,f,e,yes
d,e,a,f,e,a,f,d,c,e,no
a,b,b,d,b,c,f,c,e,b,no
b,f,c,e,c,c,e,c,c,e,no
b,a,e,c,b,f,a,f,e,a,no
a,c,a,d,a,e,e,c,b,a,no
b,e,e,b,e,b,e,e,f,d,no
c,b,c,e,a,b,f,e,e,f,no
d,e,e,c,e,e,e,a,c,a,no
b,e,a,d,f,a,a,b,d,c,no
e,b,e,d,d,a,f,f,b,d,no
a,a,e,d,a,f,e,e,c,c,no
f,e,b,f,c,b,c,a,c,d,no
c,e,c,e,c,c,d,a,b,f,no
e,c,d,e,e,e,b,c,b,e,no
e,f,b,a,e,a,f,f,f,d,no
d,e,e,e,f,a,b,c,b,c,no
c,a,c,e,b,f,f,f,b,b,no
c,a,d,a,c,a,d,d,b,a,no
b,c,f,c,b,e,b,c,f,d,yes
d,a,d,b,c,d,d,e,f,c,yes
b,d,d,f,d,c,f,d,d,e,no
d,b,a,a,c,d,c,f,e,f,yes
a,a,a,c,e,c,d,c,f,e,no
e,b,c,c,f,b,a,e,b,e,no
d,c,a,b,a,f,f,f,e,c,no
a,e,a,b,d,c,a,f,f,d,no
e,b,f,c,a,d,f,f,b,b,no
c,b,b,a,e,b,f,d,a,e,no
e,f,d,c,e,e,c,f,e,f,no
c,b,d,f,c,d,a,e,d,f,no
f,e,f,f,e,c,a,c,b,c,no
b,c,d,c,b,b,c,c,b,f,yes
c,d,d,e,c,b,b,e,f,b,no
e,e,e,d,d,f,f,b,f,f,no
c,b,d,b,d,b,a,b,b,e,no
e,f,b,b,a,e,c,c,b,d,no
e,e,f,a,f,b,b,b,f,e,no
a,c,b,d,a,e,d,c,c,f,no
f,e,c,d,f,f,d,c,a,d,no
a,b,a,c,e,e,e,a,d,e,no
b,b,e,a,e,a,a,e,e,f,no
b,b,a,e,b,a,a,a,e,c,no
a,d,e,a,d,f,a,d,e,a,yes
b,e,a,c,d,d,f,c,b,f,no
b,d,f,d,d,f,d,c,f,b,yes
b,e,a,f,c,f,c,d,c,c,no
f,e,d,b,a,a,b,e,b,b,no
c,a,b,a,e,a,a,f,d,f,no
b,a,a,a,d,d,e,c,b,e,no
a,c,a,b,e,a,c,a,f,d,no
f,c,f,b,f,f,d,a,a,a,no
d,f,e,a,b,a,a,e,c,a,no
c,b,f,e,e,f,c,b,d,c,no
c,b,d,c,e,b,c,b,f,e,no
e,f,b,f,c,a,a,b,d,c,no
f,b,d,b,c,b,b,a,b,b,no
d,b,f,e,e,b,e,e,a,c,no
e,f,b,f,f,d,b,e,f,b,no
d,f,d,c,e,a,b,f,f,b,no
e,e,c,b,d,a,e,e,f,f,no
c,f,b,e,a,a,c,c,c,f,no
d,c,e,f,c,a,a,d,f,f,no
b,a,b,e,f,e,a,c,d,f,no
c,e,d,a,a,f,f,a,b,e,no
c,f,d,b,d,f,c,d,b,f,yes
d,b,d,d,d,d,a,c,d,a,no
c,a,d,f,b,d,a,c,b,a,no
b,c,f,a,d,d,e,c,e,c,yes
a,a,a,a,f,f,a,f,a,b,no
d,e,d,c,a,c,b,a,a,c,no
a,a,a,e,f,e,a,d,a,a,no
d,e,c,b,b,e,f,b,e,f,no
a,b,a,d,b,f,b,d,d,b,no
b,c,a,d,a,f,a,b,c,f,no
c,d,c,f,e,d,e,e,f,b,no
f,f,a,c,e,c,d,e,c,a,no
b,a,f,a,d,d,d,d,b,b,no
c,c,a,e,f,b,e,a,f,a,no
b,d,d,a,d,e,e,f,c,c,yes
c,b,b,f,b,a,b,e,e,e,no
d,b,d,b,a,a,d,b,b,c,no
b,b,b,a,f,e,d,b,e,e,no
d,c,f,a,b,c,a,f,b,b,yes
c,e,a,a,a,d,b,b,b,c,no
d,d,b,d,a,a,b,b,a,c,no
c,c,e,f,c,f,a,d,a,c,no
d,b,a,e,e,c,b,c,b,b,no
f,c,c,c,a,b,c,b,a,e,no
d,b,e,f,e,a,b,c,e,b,no
c,e,d,a,c,e,f,f,d,e,yes
c,d,b,f,e,d,d,a,b,e,no
c,b,f,b,a,d,f,e,c,e,no
a,e,f,d,b,a,c,d,e,a,yes
b,c,e,f,f,f,e,a,a,b,yes
f,e,b,d,c,b,a,b,f,a,no
e,d,d,d,a,c,f,e,c,b,no
a,c,d,d,b,d,d,b,c,d,yes
f,b,e,b,e,b,d,b,a,d,no
c,b,d,c,a,b,f,d,a,a,no
a,f,f,e,a,c,f,c,a,b,no
c,f,f,f,d,f,f,d,f,d,no
e,c,d,f,f,f,a,c,a,b,no
a,a,f,f,b,c,b,c,c,b,no
b,c,f,c,c,c,c,f,a,e,yes
b,a,e,c,a,f,a,f,d,e,no
e,a,d,b,a,d,b,a,c,a,no
f,e,c,e,a,d,e,f,f,b,no
d,f,a,b,a,e,a,c,f,a,no
e,e,d,b,f,e,e,b,f,b,no
e,d,e,d,a,a,d,a,b,b,no
e,c,c,c,f,a,c,a,e,b,no
c,b,c,b,d,a,e,d,d,f,no
a,c,e,d,f,f,a,e,e,e,yes
c,d,c,c,e,d,a,c,b,b,no
d,d,b,b,e,b,e,b,f,c,no
f,d,d,f,e,a,b,a,b,a,no
c,a,a,e,d,f,c,c,a,c,no
d,c,a,d,f,e,d,d,f,d,no
a,a,c,d,a,f,d,d,f,d,no
b,c,d,e,e,c,c,c,e,f,yes
a,e,a,e,d,c,a,a,f,e,no
d,b,d,b,f,b,c,a,a,c,no
d,c,c,a,b,f,e,c,e,e,yes
c,c,f,a,d,c,b,f,c,f,no
b,c,f,a,a,f,b,d,f,f,yes
e,e,e,b,e,c,f,b,f,a,no
b,d,e,f,c,d,d,b,a,b,yes
a,d,a,b,b,d,f,d,b,c,no
f,d,b,d,a,f,e,a,d,d,no
e,c,d,f,a,f,d,c,c,c,no
e,e,c,e,d,c,e,c,c,e,no
b,b,a,a,e,c,b,e,f,c,no
a,b,f,f,b,d,b,a,d,b,yes
d,c,b,b,c,a,b,e,f,f,no
f,c,b,a,a,e,a,d,a,b,no
a,a,c,f,f,f,d,d,e,d,no
b,f,b,a,c,a,d,f,d,b,no
c,b,d,d,b,e,c,c,d,d,no
b,f,d,a,c,d,b,e,f,c,yes
e,c,a,b,f,a,b,d,d,b,no
f,c,c,b,c,c,c,d,a,f,no
a,f,a,e,b,a,f,a,f,b,no
d,a,f,e,d,b,e,d,e,f,no
a,d,e,b,e,e,c,b,c,e,yes
f,f,c,a,f,a,f,a,f,e,no
c,f,f,b,b,d,b,b,e,d,no
d,d,a,c,d,a,c,e,e,f,no
f,d,e,b,f,d,a,f,f,d,no
b,b,d,f,d,c,c,e,c,e,no
f,f,a,d,c,a,b,d,f,c,no
a,f,a,b,e,f,e,d,d,a,yes
f,b,a,d,e,a,e,e,b,b,no
b,d,a,f,e,f,a,a,f,b,no
c,a,a,f,d,e,a,a,e,d,no
a,a,f,f,f,d,c,f,a,f,no
b,d,f,a,c,c,b,c,a,a,yes
d,d,a,d,c,b,a,a,c,b,no
b,e,a,f,f,e,b,e,a,d,no
b,d,d,a,c,c,a,a,d,a,no
f,f,c,a,b,b,a,f,b,d,no
d,c,e,d,f,f,e,c,d,b,no
f,d,e,b,f,e,e,e,b,f,no
c,f,d,b,f,f,f,d,c,e,no
d,d,c,d,a,c,f,a,a,e,no
a,a,f,c,e,b,d,d,e,e,no
f,e,e,c,a,d,f,e,c,c,no
c,c,d,e,a,b,f,b,e,f,no
e,b,c,d,c,c,d,d,d,b,no
e,c,d,c,b,a,f,f,b,c,no
f,d,f,d,c,e,c,d,a,f,no
b,b,a,d,a,f,a,a,a,e,no
d,c,f,b,f,e,f,d,c,d,no
c,b,a,f,f,b,e,d,c,d,no
a,a,e,c,e,c,d,f,e,e,no
b,f,c,e,c,a,e,d,d,d,no
d,d,e,c,f,f,c,c,b,d,no
f,c,c,e,b,b,d,e,f,e,no
e,b,a,c,f,a,b,d,f,a,no
d,a,f,b,c,e,f,c,a,a,yes
d,e,e,b,c,b,c,c,d,f,no
f,c,c,b,f,f,a,c,b,a,no
a,c,b,b,a,d,b,d,d,d,no
d,b,f,d,e,a,d,c,b,f,no
c,d,f,f,d,d,f,e,b,d,yes
e,a,b,b,e,f,c,f,d,a,yes
c,b,c,a,e,e,e,b,c,d,no
d,b,e,c,f,e,c,c,c,c,no
c,d,e,e,e,b,b,c,f,f,yes
f,d,f,d,f,c,b,a,e,b,no
b,c,f,a,b,c,a,b,c,b,yes
c,c,d,e,c,a,d,d,e,b,no
c,c,f,a,c,a,c,a,c,f,no
d,b,f,c,f,f,e,d,d,b,no
a,d,f,e,b,f,d,d,e,e,yes
c,a,e,e,f,f,d,a,f,b,no
f,c,c,d,e,a,a,c,a,a,no
c,b,c,d,f,d,e,c,f,c,no
d,f,b,b,c,e,a,c,d,e,yes
c,e,a,d,c,e,d,f,f,f,no
f,b,e,d,f,a,d,d,e,e,no
b,f,a,a,e,b,a,e,b,d,no
b,a,a,b,b,d,a,d,f,a,no
e,f,b,f,a,c,b,b,f,c,no
c,a,a,b,f,e,b,e,c,c,no
c,b,e,b,f,b,d,b,e,a,no
f,c,c,f,e,e,f,c,b,b,no
b,b,a,c,b,a,e,f,b,d,no
c,d,b,f,d,d,f,c,b,d,no
f,b,a,e,e,d,a,f,e,c,no
e,b,d,a,a,a,f,e,d,f,no
f,e,f,d,a,f,a,d,e,a,no
e,f,b,b,a,d,e,d,a,e,no
a,f,c,c,b,e,d,e,d,d,no
c,f,d,b,c,b,a,d,c,c,no
a,c,c,d,a,f,c,e,a,c,no
e,b,d,f,c,d,d,d,e,a,no
b,b,f,d,f,b,e,c,c,d,no
e,f,c,a,b,f,e,f,f,d,yes
c,e,c,e,c,a,b,f,b,b,no
c,e,c,c,a,b,e,b,f,e,no
e,d,a,f,c,d,b,d,f,f,no
f,f,a,e,f,d,b,d,e,e,no
c,f,b,c,f,b,d,c,b,d,no
d,f,e,f,b,d,c,e,d,f,no
a,c,c,e,b,a,f,b,c,b,no
d,f,a,a,e,c,b,d,b,f,no
c,b,e,d,c,a,c,c,e,b,no
c,d,d,f,f,d,f,c,f,a,no
f,c,f,e,f,a,b,c,b,a,no
a,f,c,a,a,e,f,d,f,f,no
c,c,f,b,f,d,a,a,e,b,no
b,a,c,f,f,e,c,b,d,d,no
d,c,a,d,e,a,c,a,a,e,no
b,d,e,b,c,a,b,a,d,a,yes
a,c,d,d,b,e,d,f,b,c,yes
c,c,a,b,e,f,c,b,c,f,yes
b,d,d,f,d,b,d,d,e,e,no
e,e,c,b,a,c,b,a,a,e,no
f,b,a,f,d,f,b,b,b,a,no
c,e,a,c,f,c,d,b,a,e,no
e,e,e,f,c,c,b,b,d,e,no
b,e,e,f,e,d,f,c,a,c,no
f,c,d,e,a,d,c,c,a,b,no
e,e,c,f,e,d,d,e,f,a,no
d,e,e,a,c,c,e,e,b,b,no
b,a,d,b,a,b,f,c,d,e,no
e,b,f,d,c,c,d,a,a,d,no
f,b,d,b,c,b,b,e,e,e,no
e,b,b,b,e,f,d,a,e,e,yes
e,a,b,d,f,f,c,b,f,b,no
c,f,e,e,c,f,e,e,a,c,no
a,c,a,c,b,c,b,f,d,a,no
a,f,c,b,c,c,d,d,a,c,no
d,d,a,d,b,e,c,a,c,e,no
b,a,b,a,a,a,b,b,a,f,no
b,f,b,a,a,b,b,d,b,f,no
b,c,a,f,c,a,a,d,a,b,no
d,c,f,f,b,f,d,d,a,f,no
e,b,a,a,a,e,a,b,a,c,no
d,e,b,d,d,e,d,c,b,c,no
d,d,a,d,a,c,a,f,d,f,no
d,f,d,d,c,b,f,b,f,b,no
b,d,f,e,e,c,c,c,d,d,yes
d,c,d,b,e,e,a,d,b,e,no
e,c,d,e,b,f,f,e,e,c,no
c,a,a,b,c,b,d,c,f,b,no
e,e,d,b,d,d,c,a,e,e,no
e,e,f,f,c,e,c,e,b,a,no
d,f,c,c,d,b,b,d,d,d,no
e,a,a,b,f,e,d,f,e,d,no
e,f,c,f,e,e,e,b,a,d,no
a,b,a,f,d,a,f,b,d,e,no
a,c,d,f,a,e,c,a,d,a,yes
c,e,a,f,b,d,a,e,a,a,no
e,f,d,a,e,d,f,b,a,b,no
c,c,c,f,f,b,a,c,d,f,no
e,f,b,b,c,d,a,e,c,e,yes
e,e,c,f,d,b,b,e,c,c,no
c,d,a,a,d,f,b,c,f,c,yes
b,d,b,f,c,f,c,b,a,b,no
e,c,a,c,c,f,a,a,e,d,no
d,a,f,e,f,a,c,d,d,d,no
a,c,e,e,a,c,e,c,e,d,yes
c,c,d,d,c,d,e,b,e,d,no
e,a,a,f,f,b,a,f,e,d,no
e,a,c,e,a,c,a,a,f,d,no
c,b,e,e,f,f,f,f,a,c,no
b,a,e,f,d,d,f,e,a,b,no
f,f,a,e,e,b,f,a,c,c,no
e,f,d,c,e,d,e,e,a,a,no
f,c,d,c,f,e,d,f,d,b,no
c,a,b,a,a,d,a,f,a,d,no
b,a,a,d,f,f,f,d,d,e,no
a,f,b,d,d,b,d,c,f,b,no
f,f,a,f,b,f,d,d,f,b,no
f,f,e,b,f,d,c,c,f,b,no
b,b,f,f,c,a,b,a,d,f,no
c,d,d,f,e,e,d,e,a,d,no
d,d,e,f,a,e,c,f,f,b,no
a,b,a,d,c,f,c,e,d,f,no
c,c,d,c,f,c,e,c,b,a,no
c,e,c,d,c,e,d,b,e,e,no
b,d,b,e,b,b,c,d,b,d,no
c,c,a,e,a,c,c,f,c,e,no
d,d,d,f,b,e,f,c,a,b,no
e,f,c,b,c,b,d,c,d,c,no
f,d,c,e,a,d,c,c,e,f,no
f,a,e,b,f,d,e,b,d,a,no
a,e,e,b,f,b,f,e,b,b,no
a,a,b,a,a,d,c,b,a,e,no
b,a,c,a,a,e,b,e,a,a,no
c,c,c,b,a,d,c,d,c,b,no
c,e,c,f,b,d,c,a,f,b,no
e,b,b,b,e,c,a,d,a,c,no
e,f,b,b,b,f,b,b,b,c,no
b,c,d,d,a,a,f,d,c,c,yes
f,e,e,d,c,c,b,c,b,b,no
d,a,d,b,d,f,d,c,f,d,yes
d,a,f,f,e,d,a,f,f,c,no
a,d,c,c,b,b,f,f,b,e,no
c,b,b,b,a,c,d,f,b,c,no
e,c,c,f,d,e,e,e,e,a,no
f,e,a,a,e,c,b,a,e,c,no
e,a,f,e,e,a,b,f,d,d,no
e,a,c,e,f,c,f,b,c,b,no
a,e,e,e,b,c,c,d,a,d,no
f,c,d,c,f,a,d,b,d,a,no
d,f,f,f,e,a,d,e,f,a,no
f,b,b,a,e,e,c,d,a,b,no
a,b,c,e,b,c,c,c,f,b,yes
e,d,d,f,d,b,d,a,b,f,no
d,d,e,c,d,d,f,c,b,f,no
b,a,b,b,b,a,d,e,c,a,no
e,e,c,d,c,f,a,f,e,d,no
e,b,b,d,f,b,a,c,f,a,no
c,e,a,f,f,e,c,b,d,e,no
c,d,d,d,d,b,d,d,f,f,no
b,d,e,b,a,d,b,c,f,f,yes
e,c,f,c,e,d,e,e,c,f,no
f,f,d,e,f,e,b,d,f,d,no
a,a,f,d,a,f,f,d,f,e,no
b,d,a,a,a,c,f,c,a,d,no
f,e,b,d,b,b,e,c,b,b,no
c,c,b,f,b,e,a,d,f,c,no
c,f,b,a,e,e,a,b,e,b,no
f,c,f,b,e,d,d,d,d,e,no
b,c,a,a,c,c,b,b,a,a,no
e,e,d,b,d,b,c,d,d,b,no
e,a,f,f,e,e,e,f,e,e,no
f,b,d,e,d,a,f,c,a,f,no
a,d,c,d,d,e,e,d,a,e,no
a,f,a,d,c,e,e,e,d,a,no
f,a,a,c,b,b,f,c,b,d,no
b,b,d,c,d,c,e,d,f,d,no
b,c,f,c,f,e,a,a,a,f,yes
e,a,b,f,f,c,b,e,f,a,no
e,f,d,e,b,b,c,b,d,a,no
e,d,e,c,e,e,c,c,b,d,no
c,d,b,f,d,f,f,a,c,e,no
e,d,f,f,e,b,c,d,e,d,no
d,d,c,c,f,d,f,a,e,c,no
d,c,c,f,a,d,f,e,e,d,no
a,b,a,f,b,e,c,f,a,f,no
a,a,b,a,c,d,f,d,a,e,yes
b,d,b,c,e,e,d,e,e,d,no
f,c,f,d,d,d,a,d,f,b,no
b,a,c,e,a,a,d,d,c,f,no
